text,context,target
I couldn't even enjoy the mashed potatoes because it was hidden completely under the chicken and spinach.,FOOD#STYLE_OPTIONS,NULL
So I decide to report back to the waitress because it was completely inedible.,FOOD#QUALITY,NULL
"Guess what, I waited for TWENTY minutes before she came over and when she finally did, she says, ""oh well, I wish you would have said something earlier"" No apology, nothing.",SERVICE#GENERAL,NULL
"After that she simply took our plates, walked away, came back another TWENTY minutes later with the bill and the chicken on it!!!!!!!!!!!!",SERVICE#GENERAL,NULL
"No desert menu, no apology, nothing!!!!!!",SERVICE#GENERAL,NULL
"This is where it really really gets bad: the manager said, there is absolutely nothing we can do, it's a matter of taste that she didn't like it, and I cannot comp it.",SERVICE#GENERAL,manager
"Again, no apology, no is there anything else I can get you, no can I get you a drink to make up for it, nothing!!!!",SERVICE#GENERAL,NULL
The level of rudeness was preposterous.,SERVICE#GENERAL,NULL
"The manager came to the table and said we can do what we want, so we paid for what we did enjoy, the drinks and appetizers, and walked out.",SERVICE#GENERAL,manager
"The manager came to the table and said we can do what we want, so we paid for what we did enjoy, the drinks and appetizers, and walked out.",DRINKS#QUALITY,drinks
"The manager came to the table and said we can do what we want, so we paid for what we did enjoy, the drinks and appetizers, and walked out.",FOOD#QUALITY,appetizers
I HAVE NEVER EVER HAD SUCH AN UNPLEASANT EXPERIENCE.,RESTAURANT#GENERAL,NULL
THIS STAFF SHOULD BE FIRED.,SERVICE#GENERAL,STAFF
cirspy crust margherita pizza,FOOD#QUALITY,margherita pizza
it was really good pizza.,FOOD#QUALITY,pizza
the crust was imazingly cooked well and pizza was fully loaded:):):),FOOD#QUALITY,crust
the crust was imazingly cooked well and pizza was fully loaded:):):),FOOD#STYLE_OPTIONS,pizza
you know what i mean all the positives things happening there made mw write this review.,RESTAURANT#GENERAL,NULL
Single Worst Restaurant in Manhattan,RESTAURANT#GENERAL,Restaurant
"I'll being with a couple of positives: cool decor, good pita and hummus, and grilled octopus that was actually pretty tasty.",AMBIENCE#GENERAL,decor
"I'll being with a couple of positives: cool decor, good pita and hummus, and grilled octopus that was actually pretty tasty.",FOOD#QUALITY,pita
"I'll being with a couple of positives: cool decor, good pita and hummus, and grilled octopus that was actually pretty tasty.",FOOD#QUALITY,hummus
"I'll being with a couple of positives: cool decor, good pita and hummus, and grilled octopus that was actually pretty tasty.",FOOD#QUALITY,grilled octopus
If I could give 0 stars I would do so for this place.,RESTAURANT#GENERAL,place
The reason there are 4 different results on citysearch for the same place is because they keep trying to start a new thread so they can stock it with positive reviews.,RESTAURANT#MISCELLANEOUS,NULL
Well...they can run but they can't hide.,RESTAURANT#GENERAL,NULL
This place...god where do i begin.,RESTAURANT#GENERAL,place
It is quite a spectacular scene i'll give them that.,AMBIENCE#GENERAL,scene
The decor however seems to be the distraction so you won't notice that you just payed 300 bucks for some cold eggplant that took 2 FRICKIN HOURS TO COME!!!!,AMBIENCE#GENERAL,decor
The decor however seems to be the distraction so you won't notice that you just payed 300 bucks for some cold eggplant that took 2 FRICKIN HOURS TO COME!!!!,FOOD#QUALITY,eggplant
The decor however seems to be the distraction so you won't notice that you just payed 300 bucks for some cold eggplant that took 2 FRICKIN HOURS TO COME!!!!,FOOD#PRICES,eggplant
The decor however seems to be the distraction so you won't notice that you just payed 300 bucks for some cold eggplant that took 2 FRICKIN HOURS TO COME!!!!,SERVICE#GENERAL,NULL
"How this place survives the competitive west village market in this economy, or any other for that matter, is beyond me.",RESTAURANT#GENERAL,place
Great Hot Dogs!,FOOD#QUALITY,Hot Dogs
"Though it's been crowded most times I've gone here, Bark always delivers on their food.",FOOD#QUALITY,food
"Though it's been crowded most times I've gone here, Bark always delivers on their food.",RESTAURANT#MISCELLANEOUS,Bark
"The hot dogs are top notch, and they're Slamwich is amazing!",FOOD#QUALITY,hot dogs
"The hot dogs are top notch, and they're Slamwich is amazing!",FOOD#QUALITY,Slamwich
"Going to Bark is always worth the train ride, and will make your tongue and belly very happy!",RESTAURANT#GENERAL,Bark
"Going to Bark is always worth the train ride, and will make your tongue and belly very happy!",FOOD#QUALITY,NULL
Only complaint is the pricing--I believe it would be more reasonable to pay a dollar less on each item listed on the menu.,FOOD#PRICES,menu
"But nonetheless--great spot, great food.",RESTAURANT#GENERAL,spot
"But nonetheless--great spot, great food.",FOOD#QUALITY,food
Fabulous food - if the front of house staff don't put you off – ,FOOD#QUALITY,food
Fabulous food - if the front of house staff don't put you off – ,SERVICE#GENERAL,front of house staff
"It's a little out of our price range for dining there except on special occasions, but we've eaten there 6 times in the last 2 years. ",RESTAURANT#PRICES,NULL
"Each time we've been, the front of house staff (not the waiters - they're fantastic - but the people who greet and seat you) has been so hideous to us that were it not for the exceptional fish dishes I would never return. ",SERVICE#GENERAL,waiters
"Each time we've been, the front of house staff (not the waiters - they're fantastic - but the people who greet and seat you) has been so hideous to us that were it not for the exceptional fish dishes I would never return. ",SERVICE#GENERAL,front of house staff
"Each time we've been, the front of house staff (not the waiters - they're fantastic - but the people who greet and seat you) has been so hideous to us that were it not for the exceptional fish dishes I would never return. ",FOOD#QUALITY,fish dishes
"As BFC doesn't take reservations you almost always have to wait by the bar - and be abused by the front of house staff until you are seated, which can be over an hour later!",RESTAURANT#MISCELLANEOUS,BFC
"As BFC doesn't take reservations you almost always have to wait by the bar - and be abused by the front of house staff until you are seated, which can be over an hour later!",SERVICE#GENERAL,front of house staff
"As BFC doesn't take reservations you almost always have to wait by the bar - and be abused by the front of house staff until you are seated, which can be over an hour later!",SERVICE#GENERAL,NULL
The frizzy retro girl (with winged/ Dame Edna glasses) will yell at you if you try to order a drink. ,SERVICE#GENERAL,girl
"I was almost amused by the fact that she was turning away customers at 9pm on a Friday night because she ""had a BBQ to go to"" that night - WTF??",SERVICE#GENERAL,NULL
I'd be horrified if my staff were turning away customers so early and so rudely!,SERVICE#GENERAL,staff
"There's another girl who I can't describe, she is about 5'6"" with brown hair, who eavesdrops on your conversation and chimes in - except she only hears the last part of what you said, so her uninvited opinions are often out of context and nothing to do with what you're *really* talking about. ",SERVICE#GENERAL,girl
"I'm a friendly person, so I wouldn't mind had she not been so nasty and gotten so personal. ",SERVICE#GENERAL,NULL
"Again, I'd be super upset if that were my employee.",SERVICE#GENERAL,NULL
"Considering you will spend at least $60 a head, I expect better service. ",SERVICE#GENERAL,service
"Considering you will spend at least $60 a head, I expect better service. ",RESTAURANT#PRICES,NULL
"So, if you're walking by and thinking about dining, you might want to see who's going to be seating you first...",SERVICE#GENERAL,NULL
"Maitre-D-""Eat and get out""",SERVICE#GENERAL,Maitre-D
"The food and service were fine, however the maitre-D was incredibly unwelcoming and arrogant.",FOOD#QUALITY,food
"The food and service were fine, however the maitre-D was incredibly unwelcoming and arrogant.",SERVICE#GENERAL,service
"The food and service were fine, however the maitre-D was incredibly unwelcoming and arrogant.",SERVICE#GENERAL,maitre-D
"While finishing our meals which included a high-end bottle of wine, our son's fiance joined us for a glass of wine and dessert.",DRINKS#QUALITY,bottle of wine
"This guy refused to seat her and she left, followed shortly by the four of us, but not before I told him that in my 40 years of world travel, including Paris, that I had never seen such a display of bad behavior by a frontman in a restaurant.",SERVICE#GENERAL,frontman
"His response was smug, arrogant, and condescending, totally consistent with his deportment on display all evening.",SERVICE#GENERAL,NULL
"A word to the wise: you can't dine here and disturb the maitre-D's sense of "" table turnover"", as whacked as it is, or else.",SERVICE#GENERAL,maitre-D
"If you go here, do it on his off-night.",SERVICE#GENERAL,NULL
Best meal in a long time!,FOOD#QUALITY,meal
Mussles and calamari were superb Saturday evening.,FOOD#QUALITY,Mussles
Mussles and calamari were superb Saturday evening.,FOOD#QUALITY,calamari
I had the Lamb special which was perfect.,FOOD#QUALITY,Lamb special
"My father had the flank steak which was very good, and my mother had the swordfish.",FOOD#QUALITY,flank steak
The Four Seasons restaurant is a great experience.,RESTAURANT#GENERAL,The Four Seasons restaurant
The food is great and the environment is even better.,FOOD#QUALITY,food
The food is great and the environment is even better.,AMBIENCE#GENERAL,environment
Everyone must come here at least once.,RESTAURANT#GENERAL,NULL
Highly recommend it!,RESTAURANT#GENERAL,NULL
Taking Hot Dogs to the next level,FOOD#QUALITY,Hot Dogs
"At first glance this place seems a bit pricey for a hot dog joint, but at Bark you don't just get your average hot dog.",RESTAURANT#PRICES,Bark
